,IDs,Age,Annual_Income,Investment_Amount,Risk_Tolerance_Score,Months_of_Investing_Experience,Number_of_Active_Investments,Potential_Return_Rate,Investment_Duration,Investment_to_Income_Ratio,Education,Employment_Status,Marital_Status,Owns_Property,Has_Dependents,Investment_Sector,Has_Investment_Advisor
22162,22883,44.3232547279944,31428.0,95821.0,457,97,1.0,13.46,48,0.44,4,3,3,0,1,2,1,
22163,22884,38.0,148993.0,249440.0,342,26,2.0,24.72,48,0.67,2,3,2,0,0,4,0,
22164,22885,64.0,99783.0,125548.0,633,38,1.0,7.08,36,0.73,4,1,1,1,1,5,0,
22165,22886,44.3232547279944,102881.0,206276.0,419,56,4.0,13.24,48,0.54,3,4,1,0,0,4,1,
22166,22887,19.0,95335.0,93615.0,586,108,2.0,19.67,48,0.48,1,1,2,1,0,5,0,
22167,22888,58.0,20278.0,69162.0,376,94,2.52142419914303,14.0743642237595,12,0.72,3,4,1,0,1,5,1,
22168,22889,27.0,32973.0,221190.0,819,64,2.0,21.04,12,0.66,3,1,1,0,1,4,0,
22169,22890,44.3232547279944,80129.8897460505,35133.0,398,36,2.52142419914303,13.71,24,0.68,4,2,3,1,0,2,1,
22170,22891,64.0,38469.0,89836.0,502,24,2.0,14.0743642237595,24,0.78,3,4,3,0,0,4,1,
22171,22892,35.0,80129.8897460505,159878.0,566,0,2.52142419914303,5.7,12,0.39,2,3,2,1,0,2,1,
22172,22893,21.0,92434.0,165096.0,410,40,3.0,21.59,12,0.8,2,2,1,1,1,2,1,
22173,22894,39.0,137604.0,212704.0,813,53,1.0,12.68,12,0.69,3,3,1,0,1,2,0,
22174,22895,69.0,99522.0,124804.0,644,27,4.0,12.18,48,0.86,3,4,1,1,0,4,0,
22175,22896,58.0,80129.8897460505,142642.0,354,45,1.0,24.76,60,0.72,2,4,1,0,1,1,1,
22176,22897,62.0,93970.0,64868.0,353,103,1.0,20.58,24,0.48,3,1,3,0,0,4,1,
22177,22898,44.3232547279944,26135.0,153172.0,749,102,2.0,23.17,24,0.42,2,4,2,0,0,1,1,
22178,22899,36.0,66341.0,245393.0,302,79,3.0,9.57,36,0.47,2,4,3,0,0,4,0,
22179,22900,63.0,40981.0,201805.0,372,44,4.0,13.01,60,0.86,1,4,3,1,1,5,1,
22180,22901,27.0,109141.0,101822.0,341,72,4.0,9.78,60,0.18,4,1,1,1,0,3,0,
22181,22902,61.0,26261.0,91339.0,436,37,1.0,23.48,60,0.75,1,4,2,0,0,5,0,
22182,22903,33.0,106042.0,175452.0,329,119,3.0,12.45,48,0.75,2,4,1,1,0,2,1,
22183,22904,44.3232547279944,80129.8897460505,37349.0,363,70,4.0,22.45,48,0.28,1,1,1,0,1,1,0,
22184,22905,23.0,67396.0,247265.0,513,23,1.0,23.96,24,0.44,1,3,1,0,0,4,0,
22185,22906,55.0,30346.0,14085.0,578,22,1.0,2.45,24,0.19,4,4,1,1,1,3,0,
22186,22907,37.0,21233.0,153611.0,810,9,2.0,20.96,48,0.74,1,2,2,0,1,4,0,
22187,22908,33.0,145510.0,38522.0,515,58,4.0,6.76,24,0.42,2,1,1,1,1,3,1,
22188,22909,53.0,62938.0,234755.0,322,29,2.0,12.01,48,0.43,4,3,3,0,0,1,1,
22189,22910,59.0,116717.0,26171.0,755,52,3.0,21.75,60,0.69,3,1,2,1,0,2,1,
22190,22911,33.0,75913.0,144639.0,602,83,2.0,23.56,24,0.13,2,2,1,0,1,1,0,
22191,22912,57.0,133389.0,92224.0,443,85,4.0,8.67,36,0.76,4,1,1,0,0,4,1,
22192,22913,29.0,29812.0,170812.0,378,46,1.0,3.86,36,0.7,2,4,1,0,1,2,0,
22193,22914,63.0,80129.8897460505,48948.0,594,88,4.0,20.86,12,0.46,1,1,2,1,1,1,0,
22194,22915,51.0,140891.0,154531.0,809,117,3.0,20.56,12,0.9,1,1,1,0,0,3,0,
22195,22916,20.0,33473.0,64582.0,619,49,4.0,5.03,36,0.44,4,4,1,1,1,5,1,
22196,22917,40.0,41034.0,158636.0,369,34,1.0,5.37,24,0.18,1,4,1,0,1,3,0,
22197,22918,30.0,146008.0,131814.590994711,738,53,4.0,24.62,24,0.58,2,4,3,1,1,3,0,
22198,22919,44.0,88230.0,229034.0,550,10,2.0,23.78,48,0.46,2,4,1,0,0,4,0,
22199,22920,59.0,142592.0,228093.0,515,3,3.0,15.75,36,0.65,3,2,2,0,0,3,0,
22200,22921,32.0,110398.0,97344.0,530,14,3.0,23.75,60,0.74,3,2,1,0,1,4,0,
22201,22922,55.0,20255.0,202037.0,301,51,4.0,13.54,48,0.31,4,1,1,0,1,2,0,
22202,22923,66.0,53524.0,33216.0,313,117,2.52142419914303,6.14,24,0.21,2,2,1,0,0,2,0,
22203,22924,35.0,64497.0,156407.0,477,42,3.0,12.85,24,0.22,3,2,2,0,0,5,0,
22204,22925,26.0,110143.0,145723.0,559,32,1.0,16.02,60,0.13,2,1,2,1,1,2,1,
22205,22926,44.3232547279944,139472.0,25763.0,639,109,1.0,7.4,24,0.58,1,1,2,0,0,1,0,
22206,22927,41.0,90533.0,184456.0,731,33,2.0,16.61,48,0.19,1,1,2,0,0,3,1,
22207,22928,50.0,115195.0,207123.0,559,59,3.0,21.28,36,0.88,1,1,3,0,0,2,0,
22208,22929,23.0,118311.0,83926.0,801,105,3.0,21.17,48,0.49,1,3,3,1,0,3,0,
22209,22930,18.0,80129.8897460505,203581.0,313,46,4.0,5.99,24,0.17,4,4,3,0,1,2,0,
22210,22931,44.3232547279944,46816.0,5692.0,368,89,3.0,14.0743642237595,48,0.42,2,2,2,1,1,3,0,
22211,22932,63.0,25831.0,214220.0,688,49,2.0,23.9,36,0.53,3,1,1,0,1,5,0,
22212,22933,28.0,60132.0,209315.0,347,29,2.52142419914303,20.33,48,0.51,4,2,1,1,1,2,1,
22213,22934,18.0,87654.0,202398.0,841,85,4.0,3.43,48,0.87,4,2,3,1,1,5,0,
22214,22935,23.0,103542.0,151059.0,449,45,4.0,11.0,12,0.82,4,1,3,0,1,1,0,
22215,22936,30.0,35837.0,131814.590994711,1062,55,2.0,8.61,36,0.38,3,3,1,0,0,3,0,
22216,22937,29.0,16102.0,60899.0,573,41,2.0,2.14,48,0.6,2,4,3,1,0,3,1,
22217,22938,44.3232547279944,80129.8897460505,235050.0,381,87,2.0,7.75,12,0.73,1,4,2,1,0,1,0,
22218,22939,54.0,75254.0,16324.0,462,32,4.0,9.33,48,0.72,4,3,1,1,0,1,0,
22219,22940,24.0,93803.0,203339.0,488,18,1.0,10.91,60,0.74,4,2,1,0,0,3,1,
22220,22941,28.0,19038.0,125487.0,842,49,4.0,7.9,12,0.73,2,1,3,1,0,4,0,
22221,22942,44.3232547279944,105725.0,14080.0,403,38,3.0,2.93,12,0.1,3,2,1,1,0,4,1,
22222,22943,18.0,92837.0,160304.0,447,111,2.0,21.38,12,0.27,1,2,3,0,1,1,1,
22223,22944,53.0,80129.8897460505,192347.0,565,90,4.0,22.58,12,0.34,4,4,3,1,0,2,0,
22224,22945,44.3232547279944,99511.0,97502.0,411,29,4.0,21.2,48,0.75,2,3,1,1,0,3,1,
22225,22946,32.0,144943.0,248010.0,1064,20,2.0,12.93,36,0.63,3,4,3,0,1,5,0,
22226,22947,60.0,72101.0,133495.0,368,119,4.0,14.0743642237595,12,0.5,3,2,2,0,0,3,0,
22227,22948,64.0,42114.0,7929.0,343,110,4.0,23.61,48,0.81,1,3,1,0,0,3,0,
22228,22949,34.0,81070.0,72921.0,489,86,1.0,4.53,60,0.82,2,3,2,0,1,2,1,
22229,22950,56.0,57981.0,11939.0,422,22,3.0,6.32,48,0.35,1,1,2,0,0,1,1,
22230,22951,58.0,92273.0,131814.590994711,356,98,3.0,10.87,60,0.69,4,3,3,0,1,5,1,
22231,22952,55.0,80129.8897460505,56736.0,315,44,3.0,3.09,12,0.47,1,3,1,1,1,4,0,
22232,22953,19.0,74460.0,54935.0,743,103,3.0,15.07,36,0.8,1,2,3,0,0,3,1,
22233,22954,18.0,93195.0,109688.0,508,3,2.0,20.79,60,0.68,1,4,3,1,1,3,0,
22234,22955,44.3232547279944,48105.0,211411.0,381,14,2.0,17.82,48,0.35,2,4,1,0,0,1,0,
22235,22956,23.0,96737.0,106792.0,638,86,2.0,8.0,36,0.26,2,2,2,0,1,5,1,
22236,22957,40.0,87267.0,131814.590994711,358,33,3.0,2.33,36,0.71,4,4,1,1,0,2,1,
22237,22958,37.0,114456.0,244079.0,464,23,2.0,5.45,60,0.14,1,4,3,0,1,4,0,
22238,22959,45.0,15356.0,35249.0,767,56,2.0,16.0,36,0.72,2,4,2,1,0,1,1,
22239,22960,25.0,98072.0,170165.0,690,29,1.0,5.3,60,0.18,1,1,3,1,0,2,1,
22240,22961,44.3232547279944,76761.0,85928.0,734,13,2.0,22.74,12,0.7,4,1,3,0,1,1,1,
22241,22962,58.0,125070.0,60677.0,481,109,2.52142419914303,12.5,48,0.74,1,3,2,1,1,3,0,
22242,22963,44.3232547279944,59405.0,61786.0,600,18,2.0,10.01,36,0.7,3,4,2,0,1,2,1,
22243,22964,20.0,37978.0,117963.0,463,6,3.0,13.32,24,0.38,3,2,3,1,0,3,0,
22244,22965,63.0,49533.0,88292.0,406,99,1.0,24.52,60,0.15,3,3,2,0,1,3,1,
22245,22966,68.0,100638.0,107337.0,409,119,4.0,5.24,60,0.32,1,2,1,0,1,2,1,
22246,22967,49.0,62505.0,249640.0,502,56,2.0,7.38,48,0.88,2,4,2,0,1,1,1,
22247,22968,41.0,148882.0,59031.0,419,38,4.0,19.19,60,0.51,1,3,1,1,1,1,1,
22248,22969,31.0,92792.0,166757.0,597,45,4.0,12.78,12,0.64,1,4,1,0,0,3,1,
22249,22970,44.3232547279944,22021.0,85684.0,511,86,2.0,17.68,48,0.16,2,3,1,1,1,2,0,
22250,22972,32.0,76633.0,131814.590994711,355,37,4.0,22.1,48,0.85,3,3,1,0,0,2,0,
22251,22973,44.3232547279944,127788.0,70380.0,595,89,2.0,21.78,24,0.38,2,1,3,0,1,4,0,
22252,22974,48.0,82410.0,96566.0,408,80,2.0,3.85,60,0.17,1,1,1,1,0,3,1,
22253,22975,57.0,80129.8897460505,226869.0,578,3,3.0,9.88,36,0.43,3,1,1,1,1,5,0,
22254,22976,29.0,140064.0,14415.0,745,70,4.0,21.29,24,0.73,2,3,1,1,1,2,1,
22255,22977,44.3232547279944,85466.0,195991.0,422,48,3.0,19.38,12,0.52,2,3,1,0,1,2,0,
22256,22978,61.0,80129.8897460505,131814.590994711,824,66,4.0,24.68,24,0.61,3,3,3,1,1,5,1,
22257,22979,37.0,32773.0,133087.0,567,19,4.0,12.94,60,0.69,4,4,1,1,1,3,0,
22258,22980,39.0,79901.0,100074.0,397,108,1.0,20.85,36,0.36,2,3,1,0,0,5,0,
22259,22981,43.0,119394.0,127124.0,412,105,1.0,11.02,12,0.89,4,4,1,1,1,1,1,
22260,22983,55.0,72687.0,212204.0,781,101,3.0,24.8,48,0.61,2,4,1,1,0,5,1,
22261,22984,32.0,63210.0,131814.590994711,592,10,2.0,22.76,36,0.19,1,2,1,0,1,1,0,
22262,22985,60.0,80129.8897460505,166671.0,613,101,1.0,17.25,12,0.44,3,2,3,0,1,4,1,
22263,22986,47.0,65941.0,223919.0,375,9,2.0,18.04,36,0.28,1,1,1,0,1,4,0,
22264,22987,40.0,140235.0,131814.590994711,409,44,1.0,4.99,36,0.88,1,1,2,1,1,5,1,
22265,22988,58.0,149806.0,69290.0,829,91,3.0,7.68,36,0.23,1,4,3,1,1,3,0,
22266,22989,37.0,148376.0,131814.590994711,677,100,3.0,12.6,36,0.3,3,2,3,0,1,3,1,
22267,22990,44.3232547279944,94926.0,13350.0,652,49,2.0,8.03,12,0.24,4,2,1,1,0,3,0,
22268,22991,24.0,80129.8897460505,164689.0,787,26,2.0,16.05,48,0.29,4,4,2,1,0,5,0,
22269,22992,34.0,63103.0,83258.0,1016,44,1.0,15.0,36,0.72,4,2,1,1,3,2,0,
22270,22993,25.0,131828.0,131814.590994711,566,61,4.0,24.11,60,0.76,2,3,3,0,1,3,0,
22271,22994,28.0,27217.0,229866.0,477,19,3.0,19.34,12,0.48,2,2,3,0,2,3,0,
22272,22995,21.0,35556.0,45836.0,512,46,2.0,3.27,24,0.12,4,3,3,1,0,5,1,
22273,22996,29.0,140880.0,164772.0,567,111,3.0,7.91,12,0.48,2,3,1,1,0,3,0,
22274,22997,41.0,21261.0,229046.0,578,109,2.0,14.0743642237595,12,0.7,4,1,1,0,1,4,0,
22275,22998,28.0,70041.0,16751.0,454,66,2.0,7.1,12,0.76,2,3,1,0,1,2,0,
22276,22999,64.0,68938.0,87113.0,803,99,4.0,22.4,48,0.79,3,4,3,0,1,3,0,
22277,23000,44.3232547279944,119621.0,18939.0,349,75,1.0,24.38,24,0.75,2,3,3,0,0,1,0,
22278,23002,21.0,80129.8897460505,45881.0,495,89,2.0,14.0743642237595,48,0.14,4,1,3,1,1,2,0,
22279,23003,25.0,30438.0,145934.0,429,117,2.0,10.84,24,0.34,2,1,2,0,0,4,1,
22280,23004,58.0,124071.0,7451.0,668,27,2.0,4.37,24,0.75,2,3,3,0,0,2,1,
22281,23005,19.0,33229.0,201904.0,615,76,2.0,21.55,12,0.17,1,3,2,0,1,4,1,
22282,23006,63.0,127270.0,154391.0,1092,26,1.0,18.71,48,0.81,2,1,2,0,1,4,0,
22283,23007,45.0,61851.0,221281.0,612,51,3.0,24.6,12,0.32,1,2,1,0,1,2,1,
22284,23008,60.0,149668.0,223840.0,302,22,3.0,14.92,60,0.24,3,2,2,0,1,3,0,
22285,23009,44.3232547279944,80129.8897460505,125706.0,339,56,3.0,22.9,24,0.5,4,1,2,1,1,3,1,
22286,23010,68.0,95181.0,94075.0,361,69,4.0,15.4,12,0.45,3,3,1,1,0,3,0,
22287,23011,44.3232547279944,144400.0,76505.0,675,104,3.0,10.48,24,0.68,2,2,1,0,1,1,0,
22288,23012,62.0,103933.0,131814.590994711,334,115,2.0,24.99,60,0.51,2,1,3,0,1,4,1,
22289,23013,35.0,145755.0,131814.590994711,1021,31,3.0,23.55,24,0.86,2,3,3,1,1,3,1,
22290,23014,18.0,109816.0,102676.0,818,47,3.0,6.25,36,0.7,4,2,1,0,1,5,1,
22291,23015,61.0,95569.0,176416.0,720,83,2.0,16.17,12,0.68,2,3,1,1,0,3,0,
22292,23016,21.0,24415.0,191056.0,331,26,1.0,22.81,36,0.51,3,3,3,0,0,5,1,
22293,23017,23.0,111901.0,141700.0,581,86,4.0,17.65,60,0.44,1,4,2,1,0,5,0,
22294,23018,18.0,137855.0,65904.0,683,17,2.0,23.18,48,0.5,4,3,1,1,1,5,1,
22295,23019,21.0,53787.0,69831.0,602,65,1.0,11.66,24,0.41,1,2,3,0,1,5,0,
22296,23020,67.0,19663.0,171392.0,479,102,3.0,14.99,24,0.26,1,2,3,0,1,4,1,
22297,23021,44.3232547279944,123611.0,76238.0,625,41,3.0,12.0,36,0.77,3,4,1,1,1,2,0,
22298,23022,34.0,51052.0,128592.0,715,1,3.0,23.3,60,0.81,4,1,2,1,1,4,1,
22299,23023,46.0,137379.0,217881.0,817,15,3.0,24.54,60,0.47,4,2,1,0,1,4,0,
22300,23024,53.0,60245.0,99086.0,695,89,1.0,16.04,24,0.27,2,2,3,0,1,5,1,
22301,23025,40.0,55752.0,95317.0,709,46,3.0,4.78,36,0.62,2,1,3,0,1,2,0,
22302,23026,19.0,131402.0,14457.0,392,70,1.0,9.51,60,0.13,3,4,1,1,3,4,0,
22303,23027,27.0,17507.0,74084.0,666,1,1.0,11.02,24,0.75,4,1,1,0,1,5,1,
22304,23028,37.0,95182.0,219178.0,779,106,4.0,10.96,24,0.89,1,2,1,1,0,5,1,
22305,23029,21.0,95774.0,62288.0,816,58,2.0,22.74,36,0.7,3,4,2,1,1,4,0,
22306,23030,23.0,144944.0,28245.0,386,45,3.0,6.4,36,0.21,3,3,3,1,0,4,1,
22307,23031,27.0,50222.0,131814.590994711,830,117,2.0,9.09,60,0.62,3,1,3,0,0,3,1,
22308,23032,21.0,104444.0,224518.0,471,101,1.0,18.26,12,0.43,4,2,3,1,0,5,1,
22309,23033,59.0,77728.0,131814.590994711,1040,44,1.0,17.34,36,0.88,3,1,3,0,1,2,0,
22310,23034,28.0,46002.0,200343.0,620,27,2.0,14.83,48,0.87,4,1,2,0,0,2,1,
22311,23035,22.0,17688.0,36933.0,412,1,2.0,6.29,24,0.19,1,1,1,1,0,5,1,
22312,23036,32.0,62933.0,43467.0,745,38,2.0,22.4,12,0.62,2,2,1,1,1,1,1,
22313,23037,28.0,108478.0,60056.0,1054,21,2.0,12.46,24,0.32,4,4,3,1,1,1,1,
22314,23038,66.0,86327.0,79975.0,580,46,3.0,21.63,24,0.79,4,3,1,0,0,2,0,
22315,23039,58.0,85616.0,60345.0,837,74,3.0,4.88,24,0.21,3,3,1,1,1,1,0,
22316,23040,61.0,35334.0,208581.0,447,22,1.0,20.96,12,0.53,2,1,1,0,0,4,1,
22317,23041,44.3232547279944,80129.8897460505,210581.0,458,33,1.0,7.77,60,0.61,2,3,2,1,0,5,0,
22318,23043,20.0,65946.0,179461.0,523,76,3.0,21.65,12,0.62,4,3,1,0,0,2,0,
22319,23044,22.0,105226.0,137902.0,333,35,1.0,16.54,24,0.52,1,2,1,1,1,4,1,
22320,23045,37.0,124825.0,131814.590994711,441,83,1.0,23.54,60,0.65,2,4,1,0,1,3,0,
22321,23046,48.0,140904.0,88154.0,524,72,3.0,24.12,60,0.32,4,2,2,0,1,4,0,
22322,23047,44.3232547279944,138456.0,70127.0,649,68,3.0,2.93,12,0.47,3,4,2,3,1,4,1,
22323,23048,30.0,19223.0,224140.0,566,106,4.0,20.46,48,0.53,2,2,1,0,0,4,1,
22324,23049,28.0,80129.8897460505,226984.0,771,55,2.0,14.46,12,0.73,4,2,3,1,1,5,1,
22325,23050,44.3232547279944,51632.0,187885.0,351,26,4.0,22.22,36,0.52,2,2,2,0,1,2,1,
22326,23051,19.0,77763.0,131814.590994711,659,57,4.0,5.48,12,0.3,1,2,1,0,1,2,0,
22327,23052,37.0,34887.0,188490.0,422,44,3.0,20.51,48,0.39,2,4,3,1,1,3,1,
22328,23053,30.0,131622.0,225456.0,718,30,2.0,23.94,24,0.26,4,1,3,0,1,1,0,
22329,23054,49.0,81104.0,192637.0,817,54,3.0,14.0743642237595,48,0.7,3,4,1,0,1,5,1,
22330,23055,51.0,44874.0,77203.0,722,99,4.0,7.66,48,0.86,2,2,3,0,0,5,0,
22331,23056,46.0,22190.0,159457.0,452,101,2.0,15.6,60,0.61,2,3,2,0,1,1,1,
22332,23057,18.0,96730.0,44218.0,422,10,2.0,2.14,12,0.45,1,3,3,1,1,4,1,
22333,23058,54.0,78692.0,244535.0,373,98,1.0,10.18,48,0.64,4,2,2,1,1,3,1,
22334,23059,68.0,38922.0,159510.0,582,9,1.0,15.02,24,0.4,4,4,1,1,1,4,1,
22335,23060,44.3232547279944,24681.0,233936.0,755,118,3.0,15.02,24,0.19,3,4,3,0,0,1,1,
22336,23061,56.0,80129.8897460505,37765.0,749,10,3.0,23.19,36,0.18,2,3,3,0,0,5,1,
22337,23062,27.0,80129.8897460505,173081.0,1017,53,2.0,6.27,48,0.56,4,3,2,0,1,4,0,
22338,23063,41.0,92519.0,42141.0,636,22,4.0,17.66,48,0.15,2,1,3,1,0,1,1,
22339,23064,60.0,91261.0,14678.0,553,45,2.0,3.58,60,0.55,3,4,1,1,1,3,0,
22340,23065,67.0,98092.0,52834.0,685,92,2.0,8.97,60,0.89,3,4,1,1,0,3,0,
22341,23066,44.3232547279944,80129.8897460505,175104.0,562,106,3.0,16.02,48,0.29,3,2,1,1,1,1,0,
22342,23067,64.0,85095.0,85874.0,402,41,1.0,7.3,36,0.79,2,2,2,1,0,5,0,
22343,23068,19.0,108351.0,131814.590994711,577,7,2.0,18.11,48,0.86,1,4,1,0,0,4,0,
22344,23069,66.0,34969.0,100176.0,484,106,2.0,19.22,24,0.49,1,4,3,1,0,4,1,
22345,23070,44.3232547279944,56531.0,218634.0,805,60,1.0,14.0743642237595,12,0.59,1,3,2,0,0,4,0,
22346,23071,28.0,52714.0,119014.0,585,105,2.0,23.59,12,0.5,1,4,1,1,1,2,1,
22347,23072,37.0,16475.0,27281.0,749,52,4.0,7.51,60,0.77,4,1,1,1,1,3,0,
22348,23073,33.0,24567.0,66895.0,308,33,3.0,18.41,60,0.88,2,3,1,0,1,3,1,
22349,23074,44.3232547279944,35853.0,182658.0,829,3,4.0,14.0743642237595,24,0.37,2,1,2,1,0,2,0,
22350,23075,39.0,80897.0,198866.0,498,74,1.0,15.24,48,0.65,1,4,2,1,0,4,1,
22351,23076,69.0,18778.0,125236.0,474,43,4.0,13.27,36,0.27,3,1,3,1,1,1,0,
22352,23077,64.0,141912.0,131814.590994711,736,118,2.0,22.43,60,0.55,3,3,2,1,1,3,1,
22353,23078,52.0,87434.0,54176.0,767,27,4.0,23.09,24,0.23,2,3,3,0,0,4,1,
22354,23079,52.0,131391.0,220776.0,615,79,4.0,22.25,24,0.55,3,4,2,1,0,2,1,
22355,23080,49.0,52653.0,75852.0,387,68,3.0,13.68,48,0.15,1,2,1,1,1,3,0,
22356,23081,18.0,80129.8897460505,153360.0,1079,44,4.0,3.56,12,0.29,2,3,3,1,2,1,1,
22357,23082,18.0,144551.0,131814.590994711,505,80,3.0,19.06,12,0.12,2,2,3,0,1,5,0,
22358,23083,42.0,29199.0,9432.0,500,98,1.0,12.39,48,0.39,4,3,1,0,0,3,0,
22359,23084,36.0,29268.0,46516.0,848,47,2.0,19.63,24,0.75,2,1,1,1,1,5,0,
22360,23085,30.0,44176.0,17380.0,573,62,1.0,14.62,60,0.32,4,3,1,1,0,4,0,
22361,23086,28.0,50956.0,191934.0,398,57,4.0,23.0,36,0.78,2,4,2,0,0,2,1,
22362,23087,58.0,36130.0,81639.0,444,22,2.0,24.12,48,0.39,4,1,1,0,0,2,1,
22363,23088,43.0,105060.0,179176.0,814,67,3.0,6.65,36,0.46,3,1,2,0,0,5,0,
22364,23089,40.0,19375.0,131814.590994711,686,52,3.0,20.8,36,0.41,1,4,1,1,1,1,1,
22365,23090,56.0,50506.0,31622.0,465,81,2.0,24.11,36,0.25,3,2,2,0,1,5,0,
22366,23091,27.0,80129.8897460505,74867.0,413,55,3.0,3.37,36,0.58,1,4,2,1,0,3,1,
22367,23092,44.3232547279944,54289.0,15647.0,411,117,3.0,17.53,48,0.14,4,1,1,0,1,4,0,
22368,23093,19.0,78907.0,219990.0,319,86,4.0,6.54,12,0.69,3,2,1,1,1,2,0,
22369,23094,45.0,73536.0,168649.0,849,47,2.0,6.71,24,0.17,2,2,1,0,0,1,1,
22370,23095,65.0,131981.0,39882.0,610,111,1.0,14.0743642237595,48,0.89,1,3,1,1,1,3,0,
22371,23096,20.0,129074.0,96332.0,358,45,1.0,2.79,12,0.57,3,1,2,0,0,3,1,
22372,23097,42.0,64415.0,77125.0,468,66,2.0,6.77,48,0.64,4,4,2,1,0,2,1,
22373,23098,33.0,100841.0,108975.0,618,34,4.0,22.86,12,0.63,3,3,2,1,0,3,0,
22374,23099,57.0,148162.0,183067.0,638,96,1.0,15.62,24,0.11,1,3,2,0,1,3,0,
22375,23100,35.0,70424.0,241974.0,656,39,1.0,16.44,12,0.27,1,2,1,0,0,1,0,
22376,23101,44.3232547279944,40652.0,194159.0,406,94,2.0,3.0,48,0.49,3,2,1,1,1,4,1,
22377,23102,44.0,90860.0,123659.0,384,12,4.0,15.19,24,0.24,3,1,1,0,0,1,1,
22378,23103,20.0,49079.0,147937.0,410,73,4.0,24.52,48,0.52,4,3,3,0,0,3,0,
22379,23104,59.0,138734.0,169206.0,422,10,2.0,12.37,24,0.37,1,3,1,0,0,4,0,
22380,23105,24.0,31336.0,160173.0,435,0,1.0,14.0743642237595,48,0.89,4,1,2,1,1,5,1,
22381,23106,23.0,106125.0,31270.0,413,7,3.0,19.58,12,0.73,4,4,1,1,1,2,0,
22382,23107,41.0,34514.0,131814.590994711,596,104,2.0,7.5,12,0.35,1,1,1,1,1,4,0,
22383,23108,58.0,96596.0,180659.0,650,1,2.0,20.82,60,0.7,3,1,2,1,0,5,1,
22384,23109,60.0,54222.0,71424.0,776,1,1.0,18.65,12,0.54,2,4,1,1,0,5,0,
22385,23110,22.0,20939.0,11044.0,541,96,3.0,24.67,12,0.3,4,1,3,0,1,1,0,
22386,23111,54.0,92594.0,102828.0,305,7,1.0,5.73,12,0.33,3,1,2,1,0,4,1,
22387,23112,61.0,80129.8897460505,24590.0,768,113,1.0,8.75,12,0.16,4,1,1,0,1,1,0,
22388,23113,23.0,146470.0,91848.0,648,19,1.0,2.02,24,0.34,1,4,1,0,0,2,0,
22389,23114,42.0,80129.8897460505,188871.0,816,25,2.0,4.06,12,0.35,2,1,1,0,1,3,1,
22390,23115,25.0,108578.0,227283.0,478,17,1.0,24.1,48,0.17,4,2,2,0,0,3,0,
22391,23116,25.0,128822.0,234565.0,1008,53,2.0,3.39,12,0.26,1,1,3,1,1,5,1,
22392,23117,25.0,146387.0,165921.0,556,68,2.0,5.52,48,0.41,3,4,1,0,1,3,0,
22393,23118,45.0,146244.0,124451.0,434,115,1.0,6.0,12,0.28,1,1,3,0,0,2,0,
22394,23119,44.3232547279944,18036.0,18030.0,402,16,1.0,19.05,24,0.47,1,4,1,0,1,3,1,
22395,23121,65.0,50806.0,155235.0,612,15,4.0,10.94,60,0.2,2,2,1,1,1,2,1,
22396,23122,44.3232547279944,80129.8897460505,247596.0,846,2,1.0,6.35,12,0.32,2,2,1,0,1,5,0,
22397,23123,41.0,19993.0,242449.0,667,64,1.0,16.2,12,0.7,1,3,1,0,0,1,0,
22398,23124,51.0,94491.0,84353.0,331,104,3.0,7.56,36,0.75,4,1,1,0,1,1,1,
22399,23125,32.0,108840.0,217514.0,684,44,4.0,14.0743642237595,60,0.72,1,3,1,1,1,3,0,
22400,23126,51.0,146727.0,131814.590994711,660,112,2.0,6.21,24,0.31,4,3,1,0,0,5,1,
22401,23127,31.0,16143.0,6600.0,324,5,4.0,20.96,60,0.55,2,2,2,1,1,2,1,
22402,23128,32.0,104059.0,197779.0,437,60,3.0,16.09,48,0.25,3,4,3,1,0,1,1,
22403,23129,39.0,83998.0,120475.0,632,14,4.0,5.26,48,0.75,1,2,2,0,1,2,1,
22404,23130,39.0,31862.0,196867.0,400,86,3.0,8.38,60,0.83,2,1,1,1,0,4,1,
22405,23131,20.0,35492.0,150009.0,1090,69,2.0,5.87,24,0.72,4,2,3,1,1,5,1,
22406,23132,25.0,43361.0,64277.0,828,96,4.0,19.21,24,0.37,2,3,3,1,0,4,0,
22407,23133,20.0,44498.0,193723.0,387,5,2.0,24.73,12,0.87,2,1,3,1,0,1,0,
22408,23134,58.0,59162.0,131814.590994711,451,37,3.0,12.76,12,0.57,1,1,2,0,1,5,1,
22409,23135,44.3232547279944,80129.8897460505,211471.0,713,3,2.0,17.3,24,0.83,3,4,1,1,1,2,1,
22410,23136,50.0,21791.0,131814.590994711,790,0,4.0,24.4,48,0.23,3,4,1,0,1,4,0,
22411,23137,21.0,44404.0,198309.0,794,1,4.0,8.46,36,0.36,4,3,2,0,0,4,0,
22412,23138,52.0,125976.0,213299.0,1061,67,1.0,22.91,48,0.48,1,4,1,0,0,2,1,
22413,23139,64.0,145392.0,28205.0,724,103,2.52142419914303,22.99,12,0.61,1,1,2,1,1,2,0,
22414,23140,35.0,43881.0,39877.0,749,18,1.0,14.0743642237595,24,0.62,4,4,3,0,0,2,1,
22415,23141,31.0,16912.0,40243.0,514,66,1.0,2.93,12,0.46,1,3,1,1,0,1,0,
